AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,LOC_QUOTIENT,A_MEAN,A_MEDIAN,A_PCT10,A_PCT90,H_MEAN,H_MEDIAN
2,Alaska,31-9092,Medical Assistants,2420.0,7.526,1.46,57630.0,51860.0,43680.0,66820.0,27.71,24.93
2,Alaska,33-9032,Security Guards,2050.0,6.386,0.79,54720.0,48620.0,35290.0,81190.0,26.31,23.37
2,Alaska,35-3031,Waiters and Waitresses,3980.0,12.405,0.83,37710.0,27370.0,24400.0,79560.0,18.13,13.16
2,Alaska,41-1011,First-Line Supervisors of Retail Sales Workers,2920.0,9.087,1.26,56570.0,51660.0,36270.0,78320.0,27.2,24.84
2,Alaska,41-2031,Retail Salespersons,7790.0,24.276,0.98,40430.0,36940.0,29880.0,51450.0,19.44,17.76
4,Arizona,11-0000,Management Occupations,243210.0,76.08,1.07,127960.0,104500.0,51590.0,214270.0,61.52,50.24
4,Arizona,11-3031,Financial Managers,14570.0,4.557,0.86,152100.0,132290.0,73060.0,,73.12,63.6
4,Arizona,13-1161,Market Research Analysts and Marketing Specialists,18020.0,5.638,1.01,75390.0,66750.0,37430.0,128720.0,36.24,32.09
4,Arizona,13-2011,Accountants and Auditors,26030.0,8.143,0.87,85700.0,78620.0,52130.0,125990.0,41.2,37.8
4,Arizona,15-0000,Computer and Mathematical Occupations,107800.0,33.722,1.0,107310.0,100980.0,51890.0,168230.0,51.59,48.55
4,Arizona,15-1211,Computer Systems Analysts,10010.0,3.13,0.97,106930.0,101730.0,62320.0,163320.0,51.41,48.91
4,Arizona,15-1212,Information Security Analysts,4170.0,1.303,1.12,123780.0,125320.0,72300.0,173000.0,59.51,60.25
4,Arizona,15-1252,Software Developers,35650.0,11.153,1.04,133140.0,128690.0,80300.0,186280.0,64.01,61.87
4,Arizona,23-1011,Lawyers,12130.0,3.794,0.78,161480.0,133360.0,82880.0,,77.63,64.12
4,Arizona,23-2011,Paralegals and Legal Assistants,6780.0,2.12,0.89,66150.0,61220.0,43480.0,97070.0,31.81,29.43
4,Arizona,25-2021,"Elementary School Teachers, Except Special Education",23250.0,7.273,0.8,58660.0,50980.0,40100.0,80010.0,,
4,Arizona,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",24100.0,7.54,1.08,65480.0,59900.0,44510.0,100670.0,,
4,Arizona,29-1051,Pharmacists,7690.0,2.405,1.13,136410.0,138080.0,81120.0,166710.0,65.58,66.39
4,Arizona,29-1141,Registered Nurses,64430.0,20.155,0.95,95230.0,96890.0,69930.0,123480.0,45.79,46.58
4,Arizona,29-2034,Radiologic Technologists and Technicians,4680.0,1.464,1.01,85250.0,84480.0,60580.0,106270.0,40.98,40.62
4,Arizona,31-9092,Medical Assistants,23300.0,7.289,1.42,45010.0,45440.0,37840.0,50580.0,21.64,21.84
4,Arizona,33-9032,Security Guards,26720.0,8.359,1.04,41260.0,38560.0,32480.0,49900.0,19.84,18.54
4,Arizona,35-3031,Waiters and Waitresses,55010.0,17.208,1.15,47660.0,36730.0,29850.0,77790.0,22.91,17.66
4,Arizona,41-1011,First-Line Supervisors of Retail Sales Workers,20770.0,6.497,0.9,49510.0,46450.0,35970.0,65650.0,23.81,22.33
4,Arizona,41-2031,Retail Salespersons,88490.0,27.68,1.12,38360.0,35320.0,30070.0,46790.0,18.44,16.98
5,Arkansas,11-0000,Management Occupations,89540.0,69.475,0.98,100260.0,80170.0,36850.0,176850.0,48.2,38.54
5,Arkansas,11-3031,Financial Managers,6500.0,5.04,0.95,128690.0,103410.0,55850.0,216600.0,61.87,49.72
5,Arkansas,13-1161,Market Research Analysts and Marketing Specialists,6420.0,4.979,0.89,75160.0,64830.0,30410.0,132500.0,36.13,31.17
5,Arkansas,13-2011,Accountants and Auditors,7710.0,5.979,0.64,75720.0,64180.0,41670.0,118730.0,36.41,30.86
5,Arkansas,15-0000,Computer and Mathematical Occupations,26340.0,20.441,0.61,85370.0,80450.0,38730.0,132640.0,41.04,38.68
5,Arkansas,15-1211,Computer Systems Analysts,3600.0,2.791,0.86,70300.0,72540.0,28660.0,105950.0,33.8,34.88
5,Arkansas,15-1212,Information Security Analysts,1010.0,0.784,0.67,96080.0,93560.0,57660.0,130960.0,46.19,44.98
5,Arkansas,15-1252,Software Developers,6390.0,4.959,0.46,100380.0,96820.0,55030.0,160700.0,48.26,46.55
5,Arkansas,23-1011,Lawyers,3500.0,2.718,0.56,134860.0,86970.0,38650.0,209390.0,64.84,41.81
5,Arkansas,23-2011,Paralegals and Legal Assistants,1400.0,1.087,0.46,62540.0,46940.0,34740.0,77330.0,30.07,22.57
5,Arkansas,25-2021,"Elementary School Teachers, Except Special Education",12510.0,9.705,1.07,54400.0,50550.0,41750.0,64680.0,,
5,Arkansas,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",12190.0,9.456,1.36,56820.0,56890.0,47120.0,73460.0,,
5,Arkansas,29-1051,Pharmacists,3100.0,2.403,1.13,132090.0,134230.0,101140.0,159980.0,63.51,64.54
5,Arkansas,29-1141,Registered Nurses,28320.0,21.97,1.03,77720.0,77130.0,57380.0,99960.0,37.36,37.08
5,Arkansas,29-2034,Radiologic Technologists and Technicians,2210.0,1.718,1.19,61810.0,60430.0,40030.0,82060.0,29.72,29.05
5,Arkansas,31-9092,Medical Assistants,4990.0,3.872,0.75,38060.0,37150.0,30620.0,45750.0,18.3,17.86
5,Arkansas,33-9032,Security Guards,6680.0,5.184,0.64,38670.0,37090.0,28340.0,48840.0,18.59,17.83
5,Arkansas,35-3031,Waiters and Waitresses,17820.0,13.824,0.93,29380.0,26350.0,22880.0,44430.0,14.13,12.67
5,Arkansas,41-1011,First-Line Supervisors of Retail Sales Workers,11180.0,8.675,1.2,44490.0,37550.0,28420.0,64720.0,21.39,18.05
5,Arkansas,41-2031,Retail Salespersons,31350.0,24.325,0.99,33070.0,29420.0,23760.0,43380.0,15.9,14.14
6,California,11-0000,Management Occupations,1335260.0,73.944,1.04,167520.0,138900.0,65860.0,,80.54,66.78
6,California,11-3031,Financial Managers,96860.0,5.364,1.01,210640.0,174920.0,98000.0,,101.27,84.1
6,California,13-1161,Market Research Analysts and Marketing Specialists,108460.0,6.006,1.08,106780.0,92770.0,47980.0,178140.0,51.34,44.6
6,California,13-2011,Accountants and Auditors,173370.0,9.601,1.02,104710.0,96360.0,60920.0,162150.0,50.34,46.33
6,California,15-0000,Computer and Mathematical Occupations,739540.0,40.954,1.22,149800.0,136030.0,67090.0,218590.0,72.02,65.4
6,California,15-1211,Computer Systems Analysts,55460.0,3.071,0.95,132940.0,127660.0,78070.0,196870.0,63.91,61.37
6,California,15-1212,Information Security Analysts,15800.0,0.875,0.75,152640.0,140660.0,73030.0,220100.0,73.38,67.63
6,California,15-1252,Software Developers,292630.0,16.205,1.51,185750.0,170910.0,103950.0,,89.3,82.17
6,California,23-1011,Lawyers,92580.0,5.127,1.06,254170.0,197790.0,101070.0,,122.2,95.09
6,California,23-2011,Paralegals and Legal Assistants,45740.0,2.533,1.06,76920.0,72960.0,48000.0,105350.0,36.98,35.08
6,California,25-2021,"Elementary School Teachers, Except Special Education",141650.0,7.845,0.87,93150.0,98190.0,60330.0,126440.0,,
6,California,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",96050.0,5.319,0.76,102040.0,98710.0,61940.0,133160.0,,
6,California,29-1051,Pharmacists,34490.0,1.91,0.9,162110.0,165150.0,87170.0,208070.0,77.94,79.4
6,California,29-1141,Registered Nurses,326720.0,18.093,0.85,148330.0,140330.0,100120.0,208880.0,71.31,67.47
6,California,29-2034,Radiologic Technologists and Technicians,19550.0,1.083,0.75,112120.0,107670.0,63300.0,164550.0,53.91,51.76
6,California,31-9092,Medical Assistants,110350.0,6.111,1.19,52770.0,48050.0,37610.0,75180.0,25.37,23.1
6,California,33-9032,Security Guards,185510.0,10.273,1.28,45970.0,43930.0,36180.0,59320.0,22.1,21.12
6,California,35-3031,Waiters and Waitresses,243300.0,13.473,0.9,44250.0,35290.0,33310.0,70450.0,21.27,16.97
6,California,41-1011,First-Line Supervisors of Retail Sales Workers,108140.0,5.988,0.83,56310.0,50240.0,38350.0,78000.0,27.07,24.16
6,California,41-2031,Retail Salespersons,352860.0,19.54,0.79,42870.0,37250.0,34290.0,53780.0,20.61,17.91
8,Colorado,11-0000,Management Occupations,160320.0,55.45,0.78,160640.0,140780.0,75760.0,,77.23,67.68
8,Colorado,11-3031,Financial Managers,11460.0,3.965,0.75,198380.0,174840.0,117430.0,,95.37,84.06
8,Colorado,13-1161,Market Research Analysts and Marketing Specialists,30000.0,10.378,1.86,93310.0,80670.0,48320.0,159450.0,44.86,38.79
8,Colorado,13-2011,Accountants and Auditors,35580.0,12.305,1.31,99220.0,90030.0,59540.0,155590.0,47.7,43.28
8,Colorado,15-0000,Computer and Mathematical Occupations,136040.0,47.051,1.4,127000.0,122620.0,64910.0,189260.0,61.06,58.95
8,Colorado,15-1211,Computer Systems Analysts,7130.0,2.467,0.76,127060.0,124010.0,79040.0,174550.0,61.09,59.62
8,Colorado,15-1212,Information Security Analysts,5840.0,2.02,1.74,135980.0,130570.0,81120.0,197440.0,65.38,62.78
8,Colorado,15-1252,Software Developers,48980.0,16.942,1.58,147750.0,134540.0,93070.0,210760.0,71.04,64.68
8,Colorado,23-1011,Lawyers,17160.0,5.934,1.22,208710.0,167970.0,81940.0,,100.34,80.75
8,Colorado,23-2011,Paralegals and Legal Assistants,5430.0,1.878,0.79,76570.0,73380.0,48840.0,106080.0,36.81,35.28
8,Colorado,25-2021,"Elementary School Teachers, Except Special Education",24840.0,8.593,0.95,65410.0,61550.0,46940.0,92660.0,,
8,Colorado,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",18160.0,6.28,0.9,69030.0,63660.0,47850.0,97760.0,,
8,Colorado,29-1051,Pharmacists,5130.0,1.775,0.83,145690.0,151680.0,108030.0,181560.0,70.04,72.92
8,Colorado,29-1141,Registered Nurses,54510.0,18.853,0.89,95470.0,96520.0,76050.0,121710.0,45.9,46.4
8,Colorado,29-2034,Radiologic Technologists and Technicians,3920.0,1.357,0.94,84480.0,83740.0,61090.0,107140.0,40.61,40.26
8,Colorado,31-9092,Medical Assistants,12910.0,4.464,0.87,47650.0,47270.0,38010.0,57990.0,22.91,22.73
8,Colorado,33-9032,Security Guards,16830.0,5.822,0.72,47850.0,46080.0,34490.0,58780.0,23.0,22.15
8,Colorado,35-3031,Waiters and Waitresses,42510.0,14.704,0.98,46950.0,34990.0,29990.0,78050.0,22.57,16.82
8,Colorado,41-1011,First-Line Supervisors of Retail Sales Workers,25380.0,8.777,1.22,60710.0,55780.0,38150.0,85320.0,29.19,26.82
8,Colorado,41-2031,Retail Salespersons,74640.0,25.815,1.05,41550.0,36960.0,30940.0,50560.0,19.98,17.77
9,Connecticut,11-0000,Management Occupations,156680.0,93.148,1.31,159110.0,136750.0,68700.0,,76.5,65.74
9,Connecticut,11-3031,Financial Managers,20200.0,12.008,2.26,195700.0,169730.0,102800.0,,94.09,81.6
9,Connecticut,13-1161,Market Research Analysts and Marketing Specialists,9010.0,5.355,0.96,80340.0,75320.0,43800.0,126810.0,38.62,36.21
9,Connecticut,13-2011,Accountants and Auditors,16590.0,9.862,1.05,95930.0,89630.0,61390.0,135090.0,46.12,43.09
9,Connecticut,15-0000,Computer and Mathematical Occupations,49530.0,29.447,0.87,112520.0,104000.0,59990.0,171430.0,54.1,50.0
9,Connecticut,15-1211,Computer Systems Analysts,6050.0,3.599,1.11,109000.0,105860.0,68290.0,152760.0,52.41,50.89
9,Connecticut,15-1212,Information Security Analysts,1160.0,0.689,0.59,127740.0,130500.0,84800.0,169550.0,61.42,62.74
9,Connecticut,15-1252,Software Developers,16490.0,9.803,0.91,136530.0,130870.0,80460.0,203160.0,65.64,62.92
9,Connecticut,23-1011,Lawyers,7500.0,4.458,0.92,188990.0,159240.0,87420.0,,90.86,76.56
9,Connecticut,23-2011,Paralegals and Legal Assistants,4920.0,2.924,1.23,67230.0,63260.0,44990.0,95220.0,32.32,30.41
9,Connecticut,25-2021,"Elementary School Teachers, Except Special Education",16260.0,9.668,1.07,82420.0,78740.0,50500.0,107000.0,,
9,Connecticut,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",15410.0,9.159,1.32,81370.0,77270.0,49770.0,107790.0,,
9,Connecticut,29-1051,Pharmacists,3040.0,1.808,0.85,134610.0,135340.0,102130.0,164280.0,64.72,65.07
9,Connecticut,29-1141,Registered Nurses,39020.0,23.198,1.09,103670.0,101590.0,78660.0,132840.0,49.84,48.84
9,Connecticut,29-2034,Radiologic Technologists and Technicians,2680.0,1.591,1.1,89960.0,85370.0,65450.0,122130.0,43.25,41.04
9,Connecticut,31-9092,Medical Assistants,9750.0,5.796,1.13,47280.0,46500.0,37710.0,58880.0,22.73,22.36
9,Connecticut,33-9032,Security Guards,12040.0,7.158,0.89,43150.0,39990.0,34330.0,55370.0,20.75,19.23
9,Connecticut,35-3031,Waiters and Waitresses,21720.0,12.912,0.86,45590.0,36440.0,32640.0,72880.0,21.92,17.52
9,Connecticut,41-1011,First-Line Supervisors of Retail Sales Workers,13460.0,8.004,1.11,57650.0,51790.0,36730.0,80880.0,27.72,24.9
9,Connecticut,41-2031,Retail Salespersons,41890.0,24.904,1.01,40490.0,35350.0,32640.0,51220.0,19.47,17.0
10,Delaware,11-0000,Management Occupations,23530.0,49.389,0.69,159760.0,140320.0,72610.0,,76.81,67.46
10,Delaware,11-3031,Financial Managers,2800.0,5.883,1.11,196990.0,180050.0,122110.0,,94.71,86.56
10,Delaware,13-1161,Market Research Analysts and Marketing Specialists,3220.0,6.761,1.21,101290.0,98650.0,51900.0,153530.0,48.7,47.43
10,Delaware,13-2011,Accountants and Auditors,6120.0,12.852,1.37,95150.0,84560.0,56500.0,133550.0,45.74,40.66
10,Delaware,15-0000,Computer and Mathematical Occupations,16470.0,34.577,1.03,113100.0,107890.0,59410.0,165580.0,54.37,51.87
10,Delaware,15-1211,Computer Systems Analysts,2940.0,6.174,1.91,110640.0,104070.0,59990.0,162250.0,53.19,50.04
10,Delaware,15-1212,Information Security Analysts,630.0,1.314,1.13,130860.0,134050.0,79750.0,165600.0,62.91,64.45
10,Delaware,15-1252,Software Developers,3850.0,8.084,0.75,136170.0,135160.0,93850.0,169070.0,65.47,64.98
10,Delaware,23-1011,Lawyers,2970.0,6.242,1.29,196880.0,172710.0,94080.0,,94.66,83.03
10,Delaware,23-2011,Paralegals and Legal Assistants,2220.0,4.666,1.96,66460.0,60000.0,47490.0,97800.0,31.95,28.84
10,Delaware,25-2021,"Elementary School Teachers, Except Special Education",2540.0,5.337,0.59,68680.0,66390.0,47850.0,90670.0,,
10,Delaware,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",5410.0,11.349,1.63,71170.0,75420.0,50680.0,90140.0,,
10,Delaware,29-1051,Pharmacists,790.0,1.668,0.78,138860.0,140470.0,83860.0,173470.0,66.76,67.53
10,Delaware,29-1141,Registered Nurses,13260.0,27.822,1.31,95450.0,92610.0,72850.0,127340.0,45.89,44.53
10,Delaware,29-2034,Radiologic Technologists and Technicians,590.0,1.248,0.86,83070.0,84570.0,64530.0,106290.0,39.94,40.66
10,Delaware,31-9092,Medical Assistants,2980.0,6.245,1.21,42500.0,41830.0,34270.0,51170.0,20.43,20.11
10,Delaware,33-9032,Security Guards,3230.0,6.772,0.84,44940.0,37690.0,34520.0,78010.0,21.6,18.12
10,Delaware,35-3031,Waiters and Waitresses,8040.0,16.883,1.13,39820.0,33750.0,27560.0,61900.0,19.14,16.23
10,Delaware,41-1011,First-Line Supervisors of Retail Sales Workers,4090.0,8.586,1.19,55830.0,51330.0,37830.0,76940.0,26.84,24.68
10,Delaware,41-2031,Retail Salespersons,13470.0,28.278,1.15,36420.0,34200.0,27800.0,47070.0,17.51,16.44
11,District of Columbia,11-0000,Management Occupations,105430.0,148.744,2.09,179190.0,167270.0,92580.0,,86.15,80.42
11,District of Columbia,11-3031,Financial Managers,7950.0,11.218,2.11,196900.0,181210.0,129010.0,,94.66,87.12
11,District of Columbia,13-1161,Market Research Analysts and Marketing Specialists,5570.0,7.865,1.41,99870.0,83340.0,58920.0,167750.0,48.02,40.07
11,District of Columbia,13-2011,Accountants and Auditors,9600.0,13.545,1.44,116580.0,103030.0,65540.0,180890.0,56.05,49.54
11,District of Columbia,15-0000,Computer and Mathematical Occupations,47610.0,67.173,1.99,130930.0,129090.0,75220.0,190620.0,62.95,62.06
11,District of Columbia,15-1211,Computer Systems Analysts,1590.0,2.239,0.69,123720.0,114110.0,86390.0,161640.0,59.48,54.86
11,District of Columbia,15-1212,Information Security Analysts,2010.0,2.842,2.44,132790.0,127760.0,83730.0,173840.0,63.84,61.43
11,District of Columbia,15-1252,Software Developers,8250.0,11.638,1.08,143810.0,136040.0,87120.0,203560.0,69.14,65.4
11,District of Columbia,23-1011,Lawyers,33430.0,47.167,9.73,236700.0,191880.0,128940.0,,113.8,92.25
11,District of Columbia,23-2011,Paralegals and Legal Assistants,5880.0,8.294,3.48,96200.0,99300.0,59930.0,128100.0,46.25,47.74
11,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",3540.0,4.991,0.55,90700.0,94730.0,62280.0,123560.0,,
11,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",2960.0,4.182,0.6,82310.0,78770.0,43620.0,123360.0,,
11,District of Columbia,29-1051,Pharmacists,820.0,1.15,0.54,136920.0,141560.0,48170.0,177150.0,65.83,68.06
11,District of Columbia,29-1141,Registered Nurses,9790.0,13.81,0.65,109240.0,104550.0,81880.0,135620.0,52.52,50.27
11,District of Columbia,29-2034,Radiologic Technologists and Technicians,550.0,0.781,0.54,95290.0,99080.0,70680.0,120960.0,45.81,47.63
11,District of Columbia,31-9092,Medical Assistants,2530.0,3.575,0.69,52880.0,49740.0,39000.0,62630.0,25.42,23.91
11,District of Columbia,33-9032,Security Guards,16160.0,22.798,2.83,60420.0,63130.0,36840.0,79020.0,29.05,30.35
11,District of Columbia,35-3031,Waiters and Waitresses,10540.0,14.872,1.0,52330.0,45770.0,35360.0,82200.0,25.16,22.01
11,District of Columbia,41-1011,First-Line Supervisors of Retail Sales Workers,1340.0,1.895,0.26,61440.0,55350.0,42100.0,92150.0,29.54,26.61
11,District of Columbia,41-2031,Retail Salespersons,4470.0,6.311,0.26,42860.0,37800.0,35360.0,58050.0,20.61,18.17
12,Florida,11-0000,Management Occupations,716610.0,72.974,1.03,128110.0,103370.0,49230.0,222810.0,61.59,49.7
12,Florida,11-3031,Financial Managers,47710.0,4.858,0.92,167830.0,143100.0,77230.0,,80.69,68.8
12,Florida,13-1161,Market Research Analysts and Marketing Specialists,54090.0,5.508,0.99,82650.0,77490.0,42370.0,132800.0,39.74,37.25
12,Florida,13-2011,Accountants and Auditors,90880.0,9.254,0.99,87360.0,78470.0,49830.0,132070.0,42.0,37.73
12,Florida,15-0000,Computer and Mathematical Occupations,290770.0,29.61,0.88,104030.0,99190.0,48600.0,163990.0,50.01,47.69
12,Florida,15-1211,Computer Systems Analysts,35660.0,3.631,1.12,106640.0,100770.0,60970.0,158080.0,51.27,48.45
12,Florida,15-1212,Information Security Analysts,13770.0,1.403,1.21,117500.0,105990.0,71930.0,167920.0,56.49,50.96
12,Florida,15-1252,Software Developers,82610.0,8.412,0.78,128290.0,126550.0,75260.0,174030.0,61.68,60.84
12,Florida,23-1011,Lawyers,59010.0,6.009,1.24,152360.0,127810.0,74110.0,,73.25,61.45
12,Florida,23-2011,Paralegals and Legal Assistants,37410.0,3.809,1.6,61150.0,60280.0,37440.0,82450.0,29.4,28.98
12,Florida,25-2021,"Elementary School Teachers, Except Special Education",78630.0,8.007,0.89,58870.0,55550.0,46790.0,77080.0,,
12,Florida,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",47040.0,4.79,0.69,61880.0,59400.0,47360.0,79490.0,,
12,Florida,29-1051,Pharmacists,20270.0,2.064,0.97,129460.0,135460.0,64280.0,163050.0,62.24,65.13
12,Florida,29-1141,Registered Nurses,218100.0,22.21,1.04,88200.0,82850.0,66670.0,110530.0,42.4,39.83
12,Florida,29-2034,Radiologic Technologists and Technicians,15400.0,1.568,1.08,71000.0,71190.0,50080.0,92910.0,34.13,34.23
12,Florida,31-9092,Medical Assistants,59870.0,6.096,1.18,42970.0,41380.0,35320.0,48520.0,20.66,19.9
12,Florida,33-9032,Security Guards,95350.0,9.71,1.21,39000.0,36090.0,29630.0,47990.0,18.75,17.35
12,Florida,35-3031,Waiters and Waitresses,208920.0,21.275,1.42,39040.0,29580.0,24960.0,64990.0,18.77,14.22
12,Florida,41-1011,First-Line Supervisors of Retail Sales Workers,78600.0,8.004,1.11,51640.0,47100.0,32110.0,76210.0,24.83,22.65
12,Florida,41-2031,Retail Salespersons,325960.0,33.193,1.35,35640.0,31950.0,26940.0,46270.0,17.14,15.36
13,Georgia,11-0000,Management Occupations,320080.0,65.912,0.93,137790.0,117450.0,52640.0,226350.0,66.25,56.47
13,Georgia,11-3031,Financial Managers,22720.0,4.678,0.88,181800.0,163450.0,86040.0,,87.4,78.58
13,Georgia,13-1161,Market Research Analysts and Marketing Specialists,26000.0,5.354,0.96,83680.0,75490.0,37330.0,139820.0,40.23,36.29
13,Georgia,13-2011,Accountants and Auditors,45000.0,9.267,0.99,92050.0,80100.0,48140.0,140640.0,44.26,38.51
13,Georgia,15-0000,Computer and Mathematical Occupations,166280.0,34.241,1.02,106140.0,101770.0,51060.0,164390.0,51.03,48.93
13,Georgia,15-1211,Computer Systems Analysts,12200.0,2.512,0.78,106610.0,103380.0,60580.0,159470.0,51.26,49.7
13,Georgia,15-1212,Information Security Analysts,6480.0,1.335,1.15,126380.0,124270.0,73590.0,171860.0,60.76,59.75
13,Georgia,15-1252,Software Developers,47350.0,9.751,0.91,128310.0,128920.0,75950.0,173650.0,61.69,61.98
13,Georgia,23-1011,Lawyers,23010.0,4.737,0.98,185830.0,126240.0,52360.0,,89.34,60.69
13,Georgia,23-2011,Paralegals and Legal Assistants,14480.0,2.981,1.25,62400.0,55120.0,36770.0,92500.0,30.0,26.5
13,Georgia,25-2021,"Elementary School Teachers, Except Special Education",42440.0,8.739,0.97,69120.0,63490.0,47280.0,96780.0,,
13,Georgia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",22870.0,4.708,0.68,70340.0,73340.0,48530.0,94140.0,,
13,Georgia,29-1051,Pharmacists,11480.0,2.364,1.11,130430.0,132400.0,78750.0,169410.0,62.71,63.65
13,Georgia,29-1141,Registered Nurses,97410.0,20.059,0.94,91960.0,86560.0,66110.0,124810.0,44.21,41.61
13,Georgia,29-2034,Radiologic Technologists and Technicians,7160.0,1.475,1.02,73350.0,67270.0,50530.0,101690.0,35.27,32.34
13,Georgia,31-9092,Medical Assistants,26800.0,5.518,1.07,40890.0,39000.0,31130.0,48950.0,19.66,18.75
13,Georgia,33-9032,Security Guards,35410.0,7.292,0.91,39720.0,35670.0,26190.0,58790.0,19.1,17.15
